ASV	Taxon	Phylum	Class	Order	Family	Genus	Species
fc75e0ec5202c786229c54d43267f126	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Uncultured	Uncultured	Uncultured actinobacterium
c22b16cc6108c04f29fea3b6d4c81571	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unknown
5fccfd623e685ed174c4cf98730cada5	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Uncultured	Uncultured	Uncultured bacterium
cef848aaac1ad7c84bd8fc5edcb2803c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp.
0ede22515c67d4273a758cae4b9d5fe7	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	Unknown
b4a025fb25e4b19540b3eb6c004d4b83	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
a4fe7768029eb0f0f1b004b0141b0521	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Unknown
8d46cdd0be886b0dcaed69b33708e579	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	Uncultured Ruminococcaceae
71ee3e0ae8574f793589c0cebf5fd0cc	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	env.OPS 17	Unknown
b3f2ff688ef3276745e06def6679880d	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Uncultured	Uncultured bacterium
fa75e4a8d77483c82a344c520c19f153	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	Uncultured bacterium
cbeb331b838ac67aa049f01247965fb8	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Unknown
12c4cf4a9b6a4541ef111f02191bae96	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Unknown
e37a67ef5fdc49d18a9fb4b929cc7e49	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Uncultured	Unknown
103c3f14abf946f37daa78195c99a002	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis
45080b43138ee633047e6f96461ac489	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Unknown
7c661698c0015658d0eb8d4936d1d246	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Unknown
531b267aac5126e243ed6f2e0eeaa578	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Uncultured rumen
ba4b6244f853bc75eb213969a8bf6740	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	Metagenome
9c48b728e76c957d3e13336aa037def7	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unknown	Unknown
835bdba793a88d2a3f653b7bb287717b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Paenalcaligenes	Unknown
bc5d0239f259d9f28b1a7c7753554423	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unknown	Unknown
9b6ac616792a2648ec114d23b4054b9f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Uncultured Prevotella
10de7c04ff0b9dc89e4a6a1876a7b989	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	Unknown
7dd762af95c64a7acec293770f46a3e2	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium marinum
d282ff99e464104f347f3908e5c36177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Uncultured	Uncultured	Uncultured proteobacterium
2c2a8f3f651ab53fcf8eb7bb125b5373	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Roseimaritima	Unknown
b1b955773f3f507bd9ceb5e08baf0085	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Unknown
6564cfb915b0f0019e6996489715b64c	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Uncultured soil
5c6e31a078d81d11398f713f46b65619	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unknown
8f0fb68673a8b3c26f3fd210e29b7916	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	Unknown
3e7aff15e9712d0ac94aeb5f96a46503	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
120eba657e42a11a5c29f97b90f02035	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown
3fd0f85d0125a4850fe07b600df4d135	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Uncultured bacterium
d2d0c023c207f534fe435cc2933baf44	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown
918aacff114c0defcef36b73158f1b8a	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown
cfc806a9950faf41f6cf3c8534a63c82	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
516f2145deeec614c760b7444e47a1a4	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Unknown
6a5cbe7884929fa270c07f24bb509d34	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	Uncultured bacterium
6cdaebf799a2ecc7c8546d1e01a817a7	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Unknown
15f7f63a5b744d9785e23ca714b2f942	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Unknown	Unknown
4c981660e39a8b03e7403e8e695db1de	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus	Unknown
2b2b062fd6c336f6cf2471d2de482111	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unknown
020a94d69ebfddc17d8e0b45d9d140ee	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown
63afe8e6aac58bf0d670a82ca5bc574c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Unknown	Unknown
ffcd1beef68b56e896ffcf260acb80d2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Unknown
e6050d5ef2d8f273431d3dbfcc4531d5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
5f06bc7ae5c7a10727591648036efc90	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Uncultured bacterium
5c60f84b3d868e8544e0b7805e20ae77	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens
52533b68d1e428729e5c84c7372c1aa6	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured planctomycete
208e695618dfba3cbe85b8a26bd3feb6	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Uncultured bacterium
fd70ba3cd244f3b5728380880773f8a1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Unknown
691849d2d09ff0dc91cdd3bb95292dc8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Neo-b11	Uncultured bacterium
189dc17dd63ea1e7677e67fd076d811a	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Uncultured bacterium
26f122db8ccc99731efdb039790aad9b	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unknown	Unknown	Unknown
9b65e5cfee7c7efda21c1c89b755581a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unknown
cc4fa9a30fb72ffe2170c798191b1aba	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	Metagenome
027a2b492c611aca876cca4f6ca14fb4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	Uncultured Sphingomonas
93fa99be8ff07d8f368273a60a1e0fbc	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	Uncultured bacterium
6dc6d638ccdd733e9717cc238b3b6dcc	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Uncultured	Uncultured bacterium
4f7ffd88ea4723d609cb14dde880c393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Uncultured soil
ac2d72e466b11c0fefd3300a3c42bd03	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya PCC-6306	Unknown
9e75d15ba3717ca20d8aa45e3c4a6bab	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Unknown
f8aeec3c1ff0f4e7e1c829e4db0618d9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
200e88f5493b506483cce90df40d78c6	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	Uncultured bacterium
6cb87b9319bdbc4a22f4b297518fb8c7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Unknown	Unknown
c10a21ccb3203d69b291c8899aae784a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
3fcc25b2980ff3e947b58c198106dd41	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unknown
42bcdd926f4ad96e74e285ba1d3968d6	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Fastidiosipila	Unknown
5d418b89cf14c9a0c2865848a51ecfd8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unknown	Unknown
31fefb25f34347f45a589b8a80f004b6	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Unknown
ff455197e5f668acf0c4aaee9bd0812f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Uncultured	Unknown
8909517e082a1f7da2ebdddcacf58dab	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	Unknown
bcfa62c6e3781ce0d3b438d7c82fe51f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus osmophilus
99e433a3ce4d5290445f668df2c9147e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
f9e8eea3379a20c7938b6dc73dffce4b	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
10f0461cb8a244c14aa2fb73e127e9e5	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
b15e89bdc2a8afb21d8f9d347d8f3372	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
13f3c38945c686bbe6e36eb8894d1c28	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Uncultured	Unknown
8630154f745ba598cdab0bbc4abb4e54	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	Unknown
c3a1508c3ff316e64de22b20a32da846	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unknown
f8485916bce858f455e79011d9a001f2	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis
c5abf42c06c2bea1e352443f523df407	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Unknown
9e9c4270966cf507485654eb33a69880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Unknown
0828801985e27f8b91c99489dfda26ad	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Uncultured	Metagenome
83540bf7050c2a28161098d25cd2ad32	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Unknown
bf33a75bbded155b01f4cf0544cd11e9	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Unknown
b7ac0bc559a12538548ef7ce2f485586	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	Uncultured Ferrimicrobium
223c5f90b35263bc56813fd8e68bd1f2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Unknown
45158693222383612f0b6b469c0be1fe	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Uncultured organism
2d711b1b4db0883dd263431c9270ab58	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
3cb595bfad1dd180cc539152dbc1b6eb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unknown	Unknown
38367a8a414bbde849313409772ca4b8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
50ddf831f53ab72c94a1d0f85d3694be	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Verrucomicrobia bacterium
4c0e9bf9de7c75cb58f052b3a376a818	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown
a4407249b60cd4b67bc6f9e1041df6f5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown	Unknown
ca24cf1f0863dd16eb8dcee545c92d1e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Uncultured bacterium
0562e97bf8665edd5ae85899297a44a8	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	Unknown
0c5d2114ee9993714e590b3f7cb4e9ef	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
f942135d16bf6d5bebbfddfb168c2306	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Unknown
3cc84dcae8c7411101396d9c51e0590e	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15-21	S15-21	Uncultured bacterium
a1b874a4daf16dfe05b36875dfcd31a9	Bacteria	Elusimicrobiota	Lineage IIb	Lineage IIb	Lineage IIb	Lineage IIb	Uncultured soil
7688f57e04544daef23a0c99ece2d5fc	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Unknown
58540ccde4dec965024c3ea4439cbb6b	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Uncultured	Uncultured bacterium
9b2b3192055b9843835eb4fb775758ff	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unknown
2745869988ef8cca61fe8cb37ee6c695	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown
e58635da024cba851c640eb384bc8fad	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Unknown
376c62d2e16ad9f5ad813d369dee572d	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown	Unknown
d28f4f558f8036a9d9689b71b5037d18	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unknown
19078a35ee95a71ec920d2445dec5f63	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Uncultured bacterium
49f2d5af48f1f98c9359b0bbf810dce9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown	Unknown
956f15a69b1fac98cc58d6143a5d75d8	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Unknown
f464b5ac6c297f5825f2fe0bd12801ce	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Uncultured bacterium
4d7cbde3d266eef44bf053eb61107f26	Bacteria	Cyanobacteria	Cyanobacteriia	Unknown	Unknown	Unknown	Unknown
a87867862326a84751d52c4fabf0bb8e	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	JG36-TzT-191	JG36-TzT-191	Uncultured bacterium
5d74117945ad3b91729f62ace9515625	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unknown
eef6d3c42ab7df7398b35f58e10d7f8d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unknown
76601b6d7476b7f4d0c4a0708505a15b	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Uncultured	Uncultured	Unknown
d1a169819eb4d422d8bee5f29740b36d	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
12eee3de804bc702e33c99b758543dad	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
e65808952f17ef5b9fcac49889b25862	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Unknown
14bc416e6124338d65168bba150b37f5	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Unknown	Unknown
c434c43f74521e1920ff5b46e987819c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
e0cf29f81749119eb9f4647ca8462f00	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	Uncultured bacterium
bcba47620c299fd34809f143e3d26dff	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
cc9a75232aeae6340c2c59ba7656c4ee	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Uncultured planctomycete
d0855c29c251c2223fa348963b97b15c	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Subgroup 2	Subgroup 2	Unknown
651bd3e3df6e2e018bb19cd18d201f4d	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
32e8e8bd0346a139c841baf22f1fe2d2	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Uncultured	Unknown
daafd32acae06a3dcde2848302f49f3e	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Uncultured	Uncultured	Unknown
8100fac7949231a6e638ab976da6beb1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Uncultured Verrucomicrobia
d99a0b2472cd7caecdd8d63ac9cb3fdf	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unknown
199179da4dd0773bafe8c90187ca54d7	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Incertae Sedis	Constrictibacter	Uncultured bacterium
b9c3ae44acf989f4d448136fa886d701	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	Unknown
65ed384e57c8fe254947a8dfedd64eec	Bacteria	Actinobacteriota	Acidimicrobiia	Uncultured	Uncultured	Uncultured	Uncultured forest
d488cf3858f9027aab1ce1f5a0f92091	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Unknown
7f30b5d34149d100f3b21e292c7555a2	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
b788f20b6a06f145a05fe80dbc9f5b8e	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Unknown
da0cbee4c36b20b58ff87a0a0f803d0d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Uncultured	Unknown
7be8e9060944b7776dadd2d0a7445fec	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
67d2a53d840a6948144f3a61890fbd5c	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Uncultured archaeon
967b49e6487d86b1f97ad6a685716edf	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
5e0c609e479a8fa45184cc75b644d2f2	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
936b5432181af9733d03fc6416cc1ee5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unknown	Unknown
7795d6da10d235954071587f31f9bf9c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales	Tepidisphaerales	Unknown
493e67e00eb01c4232009a7ebf0f09cc	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Uncultured Acidobacteriales
bb1131467162ed41aff22490cc8f2979	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
96995e6da77b392b8cdd442e4e72c402	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	Unknown
581b67e0dec4e1602433ee06b19afe11	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Metagenome
bfa58ca7c2f55dc81281d2469dc4f0a3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unknown	Unknown
b0e0cf02b1ee1d9ec77284bae64609d3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Uncultured	Uncultured bacterium
46d45dc0147d30251060ae3f1831b65f	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
9db06f13b969f4d08baa8518cb7154c8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Uncultured bacterium
8c35db4e136850d97a8650fc0a177e27	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
39ed2825ad6a8f9c7547a2c995811709	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Metagenome
e5acaa6d5299c2f9eebb1668c260eb0f	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Metagenome
d60ea32ec043b8cb552df7c488cae3c7	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	Uncultured Ruminococcaceae
58f6f460161bdbe6b3ac1e65e76ccb3e	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	Uncultured bacterium
be32aa698b7d0dfe5ebcd78bd731be35	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas pertucinogena
784083ef977c5d61c689daed53449fa3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
51e6fde5fb58e0382c38c95533e33a6f	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured soil
62e1c5d579ea464a5bf627533476ce8d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Uncultured soil
909efc1034e7b2c57778f8f5c8ea3465	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unknown	Unknown
7fe96a9f6cba53c6f566cee7ecc6e5da	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
0841001b7c4b71fef6b3589292021ad3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
ad38ae96214151fce59ff29618b6b761	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
d3d6a4ecd17a93215ac02b2cb481d7af	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown	Unknown
90c7baeef8fb0ca3b66b1d775cc7813c	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unknown
222061313b39c60d069cc6ad20277f40	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
76ba8f0a677057b24152ac70635b36d6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown
1add6f13c9485c8d11e38ae756b23d53	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unknown
897cfe6435f338e352cf6b6a75548636	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Uncultured soil
df12b9259965aa31198c552af5c61404	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia tabacinasalis
c06ccd1f7d57566ef669942328b1a946	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
e16d86b7fe770de88e7e8fd0fb6c8b5a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unknown
ef6210f9cbec27ef76e5f08bcff84e48	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	Unknown
b383a0f98e44fe8a7452ebf944105c48	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
6fe3f8a9bb22de88264845e057975c60	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Uncultured bacterium
