ASV	Taxon	Phylum	Class	Order	Family	Genus	Species
79029fa983ec4eda60117a273a52cfc0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Unknown
67c1410a495ffa32ebeb4e8c3e6d68e9	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Unknown
459705356d3d879e965101fce6b82995	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown	Unknown
7993a8901c503247773bec7e60c9baf3	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
8c83fe5d444479bd20ab5ab54d7c689e	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Uncultured	Uncultured	Uncultured actinobacterium
f0a52748f28e6d21336d580e94668c7f	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter sp.
54a2faee7d2c5e2c81d83803a0705682	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
36d691af6b6c720d729801fb9f46a384	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
dbe6d666da5785a0cdf473a6676fd23a	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	Uncultured bacterium
3d4755b6d64869dc7c0697ffcbb753a2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
516a0cf01a2db919042dc3d8930d527e	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group	Unknown
50fb93dad525b440dc193bc631872eba	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
36dc5ea6badbe7ebb63fbf571aac7865	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unknown
72973652c2595d98689d1d3ce361cfbf	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
ec08ff2df65309647006e59f1033922b	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unknown
dba3fcc608ac6f844966cc813d0b7fcc	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unknown
be6a90ee6ea7a56e605172cd2341f278	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
b2bb1c268d4c34a6497747222609b29a	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Uncultured bacterium
6e4b50a611f333bfb12f3b9a4a9e8b61	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Uncultured	Unknown
2dde9434f8c26928849f95e1d05886cd	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Uncultured soil
2c16b96382c9521ed5d60a87e291c2e2	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Uncultured Thermus/Deinococcus
ace5caa470f521a90dbf71b9938705a9	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Uncultured	Unknown
06157446850699d0c80c32e88211f8b4	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
5bf2c9fda1499788ca045fc3c3b095cb	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured bacterium
e956a425d4d403102f6db6b28ea61d7f	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured planctomycete
af6c96410edb5bd1e5da080ddca2453a	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
34a92ee6b5087dfbdc7be4f8d58b04b8	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unknown
6a3a627149c04ee48a49544eb9c94649	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104	Nodosilinea sp.
822f34de4839a56d25a3f7f2c3d5fcb1	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Unknown
c284fda0bc8a8ae5c3ed862c86328689	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
d6533fe6aeb5a6f27bfc271e800a0fdc	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unknown
ed3d7020f31a64a765244b28d6ca4be7	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Unknown
334666307f21ffef5c7321a22d578e68	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Unknown
ef4be264869b2056c5119cdb81db3e95	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	Unknown
ca89ab3792c3e5fbb3ae778b51c59d1d	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	Uncultured Desulfocaldus
c540cab86cd7f74ef6670c127b1bdcf8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown	Unknown
917616e4ad1a84243d91d4e862078eb1	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
08f8d83d9566e6477feaa25a1a3ca5e5	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Uncultured	Uncultured	Unknown
bf8b559711beea207ee3ab2f9df87604	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unknown
a6e4c510036930f855d7343c946ff9bd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Conchiformibius	Conchiformibius steedae
333048cac277d86e040b020b11c3eabf	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Unknown
a0bfb4af830d3910fb600e4561af09a0	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c805d8385f42e247964763b5b3982d74	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Uncultured Lysobacter
e240051ed209afc724ee6a5b92e4718a	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Uncultured	Uncultured bacterium
374d09bbefe6fda0c37842d2188b85b6	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp.
0028bca74aa68469a8f5d2c26b803c49	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	Unknown
928b67e64faa0e5503b45c9c643bdcdc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Uncultured bacterium
4ca5c1457756a2e95038a78d183e5e43	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planomonospora	Unknown
a766f0498ef90b3d814591d2bd4b82f9	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Uncultured	Unknown
65e9624ba18f36bb097347aab55a8461	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Unknown
a51af6f7d3369f355257160b33da3cff	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unknown
46b25a55a430fce2d823a642081e73d2	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
310ea3903963b604a925055100bfa693	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Metagenome
77e8c011ba49812b2d8c2085785afe8a	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Unknown
96e66dfbf219b5c766be6bd6381ba041	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	Unknown
f1751ab0bfd03efc9d8106993ee7e65f	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
891d29c11b4f3fe3a985f17cc20bfff2	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
c1dfa382eef43fd5f92771aa57552dc7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Uncultured	Unknown
9c6fe52026c381f289ae51211a35b426	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	Unknown
8310f685af9861fa8a666a04e2063052	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
8562afaf3955423d4eda6d71b8b277d8	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unknown
6ba37ea00b8d1f76ebb6a914ae00e9c8	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
bd8e976eb0ab586d67ff16a75c428286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Uncultured bacterium
fdfd0ba2dfab7fa0e217632de02a0eae	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Uncultured bacterium
942af1291e7ad4e842345b7acc89b655	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	Uncultured Acidimicrobiia
460f761f957338839606ca773d16814f	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Uncultured bacterium
3601daf214b0c6942c1f275e6461100c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	Uncultured bacterium
b2d56adc5bc2d8ac7ecd881523ba5f43	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Uncultured bacterium
7b988d11af5ca39160ac0435d81efddb	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Uncultured	Uncultured bacterium
97a47d3ffadf68d556b43d1229e5c83e	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	Uncultured	Uncultured Actinomycetales
dc73497eff7d72c7bc8bb92c5a8e893e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Unknown
c3988b4dd180c9c6a907dfcbcbdbfcef	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Uncultured bacterium
61a07cbcfa507ff60231425381e44476	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Siccirubricoccus	Siccirubricoccus deserti
74fb61b343eb37f3b37f5d2ff8c20645	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Uncultured	Metagenome
6f3ce5d1ced34ce17da79a51daf74eed	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Uncultured	Uncultured	Uncultured Actinomycetales
9f8648223a161d69d743c06090943c7a	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Uncultured bacterium
d386b60bed00f1a4f0c143821ae748a1	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	Uncultured bacterium
21c5b0360a2a8b93e3fb6719b43b07d7	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unknown
e9c631da7faa7d4cb54d258b45667d1e	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Uncultured Gemmata
e921e545e3e42c795f12a215f520b1e2	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	Uncultured bacterium
7acc988beeefde59b7623528e2f05ef1	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unknown
43d4570245d07e5275d5be9ee2dd1209	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	Unknown
0c67231d0031fd3d342686a9502b61f1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Uncultured Xanthomonadaceae
e6cc345edf2ee4d2a16be85e44e3a00c	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
677d762afe0e2bd1f6554fafd33cdc90	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured actinobacterium
194c1159c2f83a611f2fd4ff6e88d3d2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Uncultured bacterium
23fa07482be0cecef5099f933eee89cb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Uncultured	Uncultured bacterium
d4bad34b58a761bbc81ab892e1c98021	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unknown
4f738d655bb29931ea49528e18275d08	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Uncultured	Uncultured bacterium
e4d0937b69713698efbb066f6eb82bce	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	Metagenome
a3ae36d49ee368a213d46bc0e523b262	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Uncultured	Uncultured Ruminococcaceae
03ffd710af7cee3c57aa900bc2735446	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia	Unknown
de79cad730df078db8274614845b10e0	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca
ef968d2b44099233adb9aad639abc481	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Unknown
9aa3df3b5a6d120646f89f33108498eb	Bacteria	Myxococcota	Polyangia	Polyangiales	Unknown	Unknown	Unknown
7b7ff57570fa655aeaa180b95a8d7e81	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Uncultured bacterium
c45922702d3dc5944ec7e4d4deff482b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Unknown
4240cbdefb886ef8e0b16e50862861b4	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Metagenome
dd76c75d662030d2227f7fedf22a6b35	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae	Unknown
5e68fca014cca33a0cdd8898f1a818c0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
5044a95285719e6b84b0c7330fb8b861	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group	Uncultured bacterium
ced9231e417b09cc4db4982c6c35a257	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	Uncultured bacterium
b254b0a96670eb8ac6c98ff8a5449f9e	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	Uncultured Chloroflexi
1701a28ccb17648e8c716f6fc4f74b29	Bacteria	Armatimonadota	Uncultured	Uncultured	Uncultured	Uncultured	Metagenome
fd52f4b60a10a381cd871e08824353a1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	Unknown
95192267434b167bf20c0960c0d4efd5	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unknown
5a0e62dbaca9505e9f5dee20f50f6f6c	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Unknown
5d50ff64187d624658eeb932bb51d114	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unknown
f2342952a8bd01e83bdc1ca43ea1002c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	Uncultured bacterium
c024bb01bb55c581e818da533b845f90	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Uncultured bacterium
396ad4092eaeaa27b8943ad91792931b	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
409bb196bb8b5d52804b66aa322d25ac	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	Uncultured bacterium
d9071fe16cb4f04d153b80266eb705c9	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	Uncultured bacterium
595febefa3efae732f817d55efaa8670	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	Unknown
80bfaf017eb1e538ccbdbb0c507b0cb5	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Uncultured Planctomycetaceae
dcfb38b097fdf57a13ceedb8393c6377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Unknown
4ef55cb8f00299d38c911c2cd9e9954e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	Uncultured bacterium
e9150f554ac687837b437c15b9c72c87	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystaceae	Metagenome
f1ef14567ac02b75f87af8a05e494c7e	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	Uncultured bacterium
4c17b7eac5ab8c738a8de14633e24fb7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Gemmata sp.
b4cece1b0e02a61337a73331170e2bd3	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfofarcimen	Desulfofarcimen intricatum
7f789e4b7dae2849c9496222cbc4e971	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Uncultured	Uncultured bacterium
12af5fab81cb5843e9a60c4730d81531	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae	Uncultured bacterium
5aa887ec6c396eafd21000a43e4a982a	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Subgroup 7	Subgroup 7	Uncultured proteobacterium
fa4510a7e28cb20af4996b7ad22b4136	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	bacterium Ellin506
5ab646d71a23899b5bfe108e20dc1c9f	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	Uncultured bacterium
3bd1f62a12de42222e2f18ebc3666f10	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Uncultured	Unknown
afa1bbb707b03456e1fdd80364bca772	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	Uncultured bacterium
d28980721edfedebb63ebd260f19dad1	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
9afba06dac85b9c742d8accb6bdf0cac	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Uncultured	Uncultured	Uncultured proteobacterium
28ed0e4f08b098ebab763c9fc05a6f8b	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	Uncultured bacterium
dee9d9d06053e08e8f5ab204118df7b2	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
247694a1a169b53b9d96782ca039d9cd	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	Uncultured delta
8f56d91721bb0e8e1fd13fb89f77fa0c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured Planctomycetia
2e89e5c8eadfec7bb207ff5702c793ac	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	Uncultured bacterium
c0c2324cd185639e766f0a4ff0516427	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	Uncultured bacterium
54e1f2883d456887bbe916aea82c336a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
aef94baeebe5c6f11f10b41f8fbd72dd	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	Uncultured bacterium
33ed11171f3bc29f5e6c57374c14325b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Uncultured Bacteroidetes
9427d076fe6b9f9a70617a0cbd4dcc91	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Uncultured forest
d823fb12361cb7c87103762bd6213d9d	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	Unknown
d81cf2539a983fecb917355194787d0d	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	Unknown
ae9bb42fe33d901f2ec32c637c455a8d	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unknown
5f8db894a571d35c9d2fa4f8df8581f9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
0268d27cc94210c15c89151c591b188a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	Uncultured bacterium
1a8287fda101bbdcd915a9ed4840c004	Bacteria	Elusimicrobiota	Lineage IIa	Lineage IIa	Lineage IIa	Lineage IIa	Uncultured soil
15d88d94de338414442204750337b14a	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Uncultured	Unknown
c1513c80eaf70166e44d77afa0121e48	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Unknown
48afcb8c3f038cbb8cd45f2e0af1984a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Metagenome
9f1b641f0da6c9e6680f96b39780d972	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
fee0d2d0995b28df775b45328c7a4aad	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	CPla-3 termite group	Uncultured bacterium
a50864afd2671bbb0a7521cc31c80bda	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	env.OPS 17	Uncultured Bacteroidetes
95ac41e78024bf37c54a721664eec482	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
e41fbee97b5df223e19fbc2910269bda	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	Uncultured bacterium
df5be94bd3c29be8e9f5eb9a73c38ddf	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Uncultured	Metagenome
3d121aa954523fc24cc019397abfb8d3	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	Uncultured soil
c35f665bd95ab81a5ca34ee89524dba5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown
b71e9305263383f82fd72122f794ed79	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
3cc57db25da1fe511f9c74fbe8df9e4b	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Uncultured	Uncultured bacterium
6f5496651e7314dcc03d194b57f5ac8f	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Unknown
168a8c0c6a47f7755cd5f8a6554a21bc	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Uncultured	Uncultured soil
15eec098202f2f9a9f3e4ab03ca7f546	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Uncultured bacterium
310bcaf7039520ef3c43995c50302387	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Uncultured	Uncultured	Unknown
2c425ec56291203c694145f1ec3166f1	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Uncultured bacterium
1a09c1fa5fee226b06b9d5fc65d237f6	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	Uncultured Chloroflexi
071910ef0fbb67d95e382f8a6a37f68c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
5bb4755be87bab70dc979f522d822317	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Metagenome
912999622ea918b39377072cf8901fa3	Bacteria	Dependentiae	Babeliae	Babeliales	Unknown	Unknown	Unknown
f98ba8c80e44b74e419fab1985ab67e9	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown	Unknown
920dd0836530aad31bbe970aef9d8c53	Bacteria	Actinobacteriota	Acidimicrobiia	Unknown	Unknown	Unknown	Unknown
65c3268f54fb5c5e0daac1bc159bb594	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unknown
